att_id,candidate_cwe,score,rationale,feature_scores
T1546.016,CWE-114,0.1698,,"{""title_sim"": 0.48484848484848486, ""desc_sim"": 0.05758530233859687, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03546099290780142}"
T1546.016,CWE-487,0.1546,boost_common_term:packages,"{""title_sim"": 0.2857142857142857, ""desc_sim"": 0.05818972236345689, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.007042253521126761}"
T1546.016,CWE-468,0.1470,,"{""title_sim"": 0.4186046511627907, ""desc_sim"": 0.0573638180870599, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02112676056338028}"
T1595.001,CWE-1317,0.2048,boost_common_term:blocks,"{""title_sim"": 0.2758620689655173, ""desc_sim"": 0.22030859767127609, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0297029702970297}"
T1595.001,CWE-1069,0.1665,,"{""title_sim"": 0.5128205128205129, ""desc_sim"": 0.027486816030078333, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02197802197802198}"
T1595.001,CWE-585,0.1648,,"{""title_sim"": 0.5238095238095238, ""desc_sim"": 0.025680513444860786, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1158,CWE-552,0.3017,"boost_common_term:files,directories","{""title_sim"": 0.7555555555555555, ""desc_sim"": 0.07523778976881207, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012195121951219513}"
T1158,CWE-507,0.2086,boost_common_term:hidden,"{""title_sim"": 0.35, ""desc_sim"": 0.15069595786581647, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.041916167664670656}"
T1158,CWE-538,0.2057,"boost_common_term:files,directories","{""title_sim"": 0.3925233644859813, ""desc_sim"": 0.10210189677568166, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.036585365853658534}"
T1221,CWE-1336,0.3149,boost_common_term:template,"{""title_sim"": 0.6153846153846154, ""desc_sim"": 0.2431790683814746, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.036458333333333336}"
T1221,CWE-1319,0.2825,boost_common_term:injection,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.10103677198099498, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01092896174863388}"
T1221,CWE-91,0.2520,,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.15561543009511009, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.026737967914438502}"
T1037.004,CWE-425,0.1344,boost_common_term:scripts,"{""title_sim"": 0.22727272727272735, ""desc_sim"": 0.04943712969594544, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.006756756756756757}"
T1037.004,CWE-546,0.1317,,"{""title_sim"": 0.42857142857142855, ""desc_sim"": 0.010463345257518483, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1037.004,CWE-1177,0.1220,,"{""title_sim"": 0.375, ""desc_sim"": 0.027096301569396835, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.006666666666666667}"
T1134,CWE-1270,0.2462,boost_common_term:token,"{""title_sim"": 0.40625, ""desc_sim"": 0.20807375973410794, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.059322033898305086}"
T1134,CWE-1259,0.2442,boost_common_term:token,"{""title_sim"": 0.40540540540540543, ""desc_sim"": 0.20829399694661968, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05042016806722689}"
T1134,CWE-1220,0.2385,boost_common_term:access,"{""title_sim"": 0.5074626865671642, ""desc_sim"": 0.10110187213929697, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029411764705882353}"
T1209,CWE-511,0.2126,boost_common_term:time,"{""title_sim"": 0.41379310344827586, ""desc_sim"": 0.11406773073315561, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02127659574468085}"
T1209,CWE-385,0.2126,boost_common_term:time,"{""title_sim"": 0.45714285714285713, ""desc_sim"": 0.06400172240641348, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03125}"
T1209,CWE-662,0.1713,boost_common_term:time,"{""title_sim"": 0.31578947368421056, ""desc_sim"": 0.06333749915600573, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03773584905660377}"
T1111,CWE-1390,0.3449,boost_common_term:authentication,"{""title_sim"": 0.8484848484848484, ""desc_sim"": 0.10775257053728295, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04}"
T1111,CWE-308,0.3124,boost_common_term:authentication,"{""title_sim"": 0.64, ""desc_sim"": 0.21655419827367067, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.027210884353741496}"
T1111,CWE-603,0.2711,boost_common_term:authentication,"{""title_sim"": 0.5957446808510638, ""desc_sim"": 0.11441451496592213, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.040268456375838924}"
T1159,CWE-1334,0.1619,boost_common_term:agent,"{""title_sim"": 0.25, ""desc_sim"": 0.08739624262246179, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05319148936170213}"
T1159,CWE-617,0.1521,,"{""title_sim"": 0.4516129032258065, ""desc_sim"": 0.035295059053698195, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03}"
T1159,CWE-686,0.1342,,"{""title_sim"": 0.4074074074074074, ""desc_sim"": 0.01960367660519051, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.030303030303030304}"
T1027.002,CWE-1256,0.2550,boost_subtech_title_match,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.05489720247615702, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0425531914893617}"
T1027.002,CWE-174,0.1616,,"{""title_sim"": 0.45833333333333337, ""desc_sim"": 0.04807063767595526, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04819277108433735}"
T1027.002,CWE-1111,0.1603,boost_common_term:software,"{""title_sim"": 0.3181818181818181, ""desc_sim"": 0.03263388148539664, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02531645569620253}"
T1584.007,CWE-126,0.1472,,"{""title_sim"": 0.4615384615384615, ""desc_sim"": 0.013394142050193722, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.023529411764705882}"
T1584.007,CWE-416,0.1383,,"{""title_sim"": 0.41666666666666663, ""desc_sim"": 0.0248672171494513, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02912621359223301}"
T1584.007,CWE-114,0.1343,,"{""title_sim"": 0.4, ""desc_sim"": 0.03173185159543197, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.023809523809523808}"
T1071.001,CWE-525,0.2065,boost_common_term:web,"{""title_sim"": 0.375, ""desc_sim"": 0.09524271786663532, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.07692307692307693}"
T1071.001,CWE-830,0.2006,boost_common_term:web,"{""title_sim"": 0.375, ""desc_sim"": 0.08473034574836433, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06329113924050633}"
T1071.001,CWE-219,0.1975,boost_common_term:web,"{""title_sim"": 0.375, ""desc_sim"": 0.07349683211808512, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06493506493506493}"
T1059.005,CWE-1007,0.2492,boost_subtech_title_match,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.05001928572311199, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020833333333333332}"
T1059.005,CWE-627,0.1372,,"{""title_sim"": 0.4102564102564103, ""desc_sim"": 0.032040934311280245, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.022388059701492536}"
T1059.005,CWE-440,0.1311,,"{""title_sim"": 0.4102564102564103, ""desc_sim"": 0.016123407652782473, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.015873015873015872}"
T1564.005,CWE-15,0.2228,boost_common_term:system,"{""title_sim"": 0.5, ""desc_sim"": 0.05817439793864999, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.026785714285714284}"
T1564.005,CWE-497,0.2200,boost_common_term:system,"{""title_sim"": 0.5, ""desc_sim"": 0.05569955236570126, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.016260162601626018}"
T1564.005,CWE-541,0.2181,boost_common_term:file,"{""title_sim"": 0.3661971830985915, ""desc_sim"": 0.1649869797557704, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043859649122807015}"
T1543.002,CWE-67,0.1699,boost_common_term:service,"{""title_sim"": 0.3214285714285714, ""desc_sim"": 0.0641173058705937, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.021164021164021163}"
T1543.002,CWE-426,0.1577,,"{""title_sim"": 0.5, ""desc_sim"": 0.01809259086348319, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011494252873563218}"
T1543.002,CWE-341,0.1565,,"{""title_sim"": 0.45833333333333337, ""desc_sim"": 0.0441004525655902, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.028901734104046242}"
T1668,CWE-529,0.2571,boost_common_term:control,"{""title_sim"": 0.5833333333333334, ""desc_sim"": 0.08144654036474688, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0380952380952381}"
T1668,CWE-1220,0.2541,boost_common_term:control,"{""title_sim"": 0.5833333333333334, ""desc_sim"": 0.07550588608797451, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03225806451612903}"
T1668,CWE-827,0.2491,boost_common_term:control,"{""title_sim"": 0.5833333333333334, ""desc_sim"": 0.0639897768926261, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02459016393442623}"
T1563.002,CWE-384,0.1885,,"{""title_sim"": 0.3448275862068965, ""desc_sim"": 0.2533954377547566, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04504504504504504}"
T1563.002,CWE-613,0.1520,,"{""title_sim"": 0.27272727272727265, ""desc_sim"": 0.21588746517129667, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02702702702702703}"
T1563.002,CWE-268,0.1355,,"{""title_sim"": 0.3870967741935484, ""desc_sim"": 0.04149415721973666, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.034782608695652174}"
T1136,CWE-645,0.2868,boost_common_term:account,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.08275535577642551, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05970149253731343}"
T1136,CWE-638,0.1759,boost_common_term:create,"{""title_sim"": 0.2857142857142857, ""desc_sim"": 0.07052971740966986, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.09523809523809523}"
T1136,CWE-1116,0.1751,,"{""title_sim"": 0.48484848484848486, ""desc_sim"": 0.06419052177327197, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05172413793103448}"
T1547.013,CWE-603,0.1465,,"{""title_sim"": 0.48148148148148145, ""desc_sim"": 0.006876303154066439, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1547.013,CWE-863,0.1417,,"{""title_sim"": 0.45454545454545453, ""desc_sim"": 0.011308891505840147, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.009900990099009901}"
T1547.013,CWE-416,0.1373,,"{""title_sim"": 0.4, ""desc_sim"": 0.04080695153106054, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.025423728813559324}"
T1584.004,CWE-650,0.3957,boost_common_term:server;boost_subtech_title_match,"{""title_sim"": 1.0, ""desc_sim"": 0.0371268112655279, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.022988505747126436}"
T1584.004,CWE-533,0.3357,boost_subtech_title_match,"{""title_sim"": 1.0, ""desc_sim"": 0.018915062011919268, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1584.004,CWE-918,0.1620,boost_common_term:server,"{""title_sim"": 0.3, ""desc_sim"": 0.04464730063029777, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04285714285714286}"
T1672,CWE-290,0.3136,boost_common_term:spoofing,"{""title_sim"": 0.7272727272727272, ""desc_sim"": 0.13288339921276743, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.027972027972027972}"
T1672,CWE-667,0.1535,,"{""title_sim"": 0.4666666666666666, ""desc_sim"": 0.031272707999049465, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020689655172413793}"
T1672,CWE-187,0.1493,,"{""title_sim"": 0.4615384615384615, ""desc_sim"": 0.027154769435181702, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.013245033112582781}"
T1526,CWE-645,0.1993,boost_common_term:service,"{""title_sim"": 0.44776119402985076, ""desc_sim"": 0.03966415021539427, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.015151515151515152}"
T1526,CWE-651,0.1913,boost_common_term:service,"{""title_sim"": 0.31168831168831174, ""desc_sim"": 0.12389923589005467, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05303030303030303}"
T1526,CWE-1327,0.1724,"boost_common_term:service,cloud","{""title_sim"": 0.3, ""desc_sim"": 0.09161058546950657, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02459016393442623}"
T1204.004,CWE-506,0.3071,boost_common_term:malicious;boost_subtech_title_match,"{""title_sim"": 0.6382978723404256, ""desc_sim"": 0.10359081548813007, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.022900763358778626}"
T1204.004,CWE-508,0.2663,boost_common_term:malicious,"{""title_sim"": 0.5925925925925926, ""desc_sim"": 0.10914370070633633, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02877697841726619}"
T1204.004,CWE-509,0.2587,boost_common_term:malicious,"{""title_sim"": 0.5454545454545454, ""desc_sim"": 0.126497978731713, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03571428571428571}"
T1151,CWE-58,0.2578,boost_common_term:filename,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.09219845640225044, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043478260869565216}"
T1151,CWE-29,0.2302,boost_common_term:filename,"{""title_sim"": 0.52, ""desc_sim"": 0.053077730162443354, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.041237113402061855}"
T1151,CWE-57,0.2193,boost_common_term:filename,"{""title_sim"": 0.41791044776119407, ""desc_sim"": 0.11303630039487741, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05}"
T1018,CWE-341,0.2133,boost_common_term:system,"{""title_sim"": 0.42857142857142855, ""desc_sim"": 0.0840665689763814, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.047619047619047616}"
T1018,CWE-1249,0.1999,boost_common_term:system,"{""title_sim"": 0.41379310344827586, ""desc_sim"": 0.05643861237199714, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04424778761061947}"
T1018,CWE-1088,0.1947,boost_common_term:remote,"{""title_sim"": 0.41379310344827586, ""desc_sim"": 0.05560500612365064, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0196078431372549}"
T1046,CWE-1331,0.2045,boost_common_term:network,"{""title_sim"": 0.4375, ""desc_sim"": 0.05837324100164314, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.028846153846153848}"
T1046,CWE-406,0.2029,boost_common_term:network,"{""title_sim"": 0.4375, ""desc_sim"": 0.05226902871117994, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0297029702970297}"
T1046,CWE-1051,0.1994,boost_common_term:network,"{""title_sim"": 0.4375, ""desc_sim"": 0.03888462769664509, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03260869565217391}"
T1590.001,CWE-707,0.1905,boost_common_term:properties,"{""title_sim"": 0.4, ""desc_sim"": 0.05298725958902253, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.023076923076923078}"
T1590.001,CWE-178,0.1863,boost_common_term:properties,"{""title_sim"": 0.4074074074074074, ""desc_sim"": 0.04155223306411197, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.008}"
T1590.001,CWE-20,0.1827,boost_common_term:properties,"{""title_sim"": 0.38095238095238093, ""desc_sim"": 0.045232615014467535, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.024193548387096774}"
T1518,CWE-1256,0.2283,,"{""title_sim"": 0.6153846153846154, ""desc_sim"": 0.11650728868529693, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043478260869565216}"
T1518,CWE-1247,0.1709,boost_common_term:software,"{""title_sim"": 0.3055555555555556, ""desc_sim"": 0.07384551159687752, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03529411764705882}"
T1518,CWE-1314,0.1704,boost_common_term:software,"{""title_sim"": 0.318840579710145, ""desc_sim"": 0.059952445714379375, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.033707865168539325}"
T1538,CWE-1327,0.1863,"boost_common_term:service,cloud","{""title_sim"": 0.3, ""desc_sim"": 0.12679731244111944, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0410958904109589}"
T1538,CWE-645,0.1782,boost_common_term:service,"{""title_sim"": 0.3582089552238806, ""desc_sim"": 0.04478651834737579, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.036585365853658534}"
T1538,CWE-589,0.1723,boost_common_term:service,"{""title_sim"": 0.2857142857142857, ""desc_sim"": 0.08849458432928861, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05}"
T1055.005,CWE-515,0.2414,boost_common_term:storage,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.054207716304744316, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01834862385321101}"
T1055.005,CWE-572,0.2267,boost_common_term:thread,"{""title_sim"": 0.4745762711864407, ""desc_sim"": 0.09368686375514523, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.030927835051546393}"
T1055.005,CWE-383,0.1969,boost_common_term:thread,"{""title_sim"": 0.42622950819672134, ""desc_sim"": 0.05667618275253098, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.010309278350515464}"
T1622,CWE-1124,0.1520,,"{""title_sim"": 0.45, ""desc_sim"": 0.046141825717429724, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.015706806282722512}"
T1622,CWE-208,0.1443,,"{""title_sim"": 0.4, ""desc_sim"": 0.06812586883601898, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01951219512195122}"
T1622,CWE-1295,0.1434,,"{""title_sim"": 0.375, ""desc_sim"": 0.09601949456160916, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.010256410256410256}"
T1036.006,CWE-58,0.2578,boost_common_term:filename,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.09219845640225044, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043478260869565216}"
T1036.006,CWE-29,0.2302,boost_common_term:filename,"{""title_sim"": 0.52, ""desc_sim"": 0.053077730162443354, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.041237113402061855}"
T1036.006,CWE-57,0.2193,boost_common_term:filename,"{""title_sim"": 0.41791044776119407, ""desc_sim"": 0.11303630039487741, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05}"
T1547.007,CWE-926,0.2193,boost_common_term:applications,"{""title_sim"": 0.4788732394366197, ""desc_sim"": 0.061526829490405166, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03571428571428571}"
T1547.007,CWE-384,0.1764,,"{""title_sim"": 0.5263157894736842, ""desc_sim"": 0.05390282026802405, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011764705882352941}"
T1547.007,CWE-287,0.1748,,"{""title_sim"": 0.5333333333333333, ""desc_sim"": 0.041369720263156676, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012048192771084338}"
T1608.006,CWE-187,0.1372,,"{""title_sim"": 0.4210526315789474, ""desc_sim"": 0.02856507299259843, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011494252873563218}"
T1608.006,CWE-172,0.1367,,"{""title_sim"": 0.4444444444444444, ""desc_sim"": 0.011147956323924648, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1608.006,CWE-1025,0.1349,,"{""title_sim"": 0.4186046511627907, ""desc_sim"": 0.023541105455306743, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011494252873563218}"
T1550.002,CWE-836,0.3192,boost_common_term:hash,"{""title_sim"": 0.4705882352941177, ""desc_sim"": 0.4043470240077173, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.033707865168539325}"
T1550.002,CWE-328,0.2864,boost_common_term:hash,"{""title_sim"": 0.5517241379310345, ""desc_sim"": 0.2116134182159676, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.037037037037037035}"
T1550.002,CWE-916,0.2700,boost_common_term:hash,"{""title_sim"": 0.4705882352941177, ""desc_sim"": 0.22772613007338788, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05263157894736842}"
T1052,CWE-1263,0.2479,boost_common_term:physical,"{""title_sim"": 0.49230769230769234, ""desc_sim"": 0.1444934377392165, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.034482758620689655}"
T1052,CWE-1300,0.2470,boost_common_term:physical,"{""title_sim"": 0.4615384615384615, ""desc_sim"": 0.1657242895057616, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04411764705882353}"
T1052,CWE-1384,0.2466,boost_common_term:physical,"{""title_sim"": 0.4666666666666666, ""desc_sim"": 0.16446837448075735, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03636363636363636}"
T1574.002,CWE-779,0.1385,,"{""title_sim"": 0.4390243902439025, ""desc_sim"": 0.022784721227948966, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1574.002,CWE-545,0.1363,,"{""title_sim"": 0.3571428571428571, ""desc_sim"": 0.08390556024908971, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.019801980198019802}"
T1574.002,CWE-609,0.1328,,"{""title_sim"": 0.4210526315789474, ""desc_sim"": 0.014457152286857311, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.010638297872340425}"
T1105,CWE-1075,0.2594,boost_common_term:transfer,"{""title_sim"": 0.5517241379310345, ""desc_sim"": 0.1349391086197938, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.017142857142857144}"
T1105,CWE-669,0.2437,boost_common_term:transfer,"{""title_sim"": 0.5517241379310345, ""desc_sim"": 0.08290107731628524, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.016666666666666666}"
T1105,CWE-212,0.1841,,"{""title_sim"": 0.5517241379310345, ""desc_sim"": 0.054580844945504824, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01098901098901099}"
T1216.002,CWE-325,0.1211,,"{""title_sim"": 0.4, ""desc_sim"": 0.003775491929803495, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1216.002,CWE-115,0.1211,,"{""title_sim"": 0.4, ""desc_sim"": 0.0036886602610104657, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1216.002,CWE-311,0.1209,,"{""title_sim"": 0.4, ""desc_sim"": 0.002997554008600389, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1098.002,CWE-281,0.2578,boost_common_term:permissions,"{""title_sim"": 0.5205479452054794, ""desc_sim"": 0.16343765543415054, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.013157894736842105}"
T1098.002,CWE-276,0.2444,boost_common_term:permissions,"{""title_sim"": 0.55, ""desc_sim"": 0.09322332478664348, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.006993006993006993}"
T1098.002,CWE-689,0.2362,boost_common_term:permissions,"{""title_sim"": 0.5060240963855421, ""desc_sim"": 0.09689396613768345, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.026845637583892617}"
T1588.003,CWE-1291,0.3411,boost_common_term:signing;boost_subtech_title_match,"{""title_sim"": 0.6486486486486487, ""desc_sim"": 0.20586198357747312, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.023529411764705882}"
T1588.003,CWE-561,0.2896,boost_common_term:code;boost_subtech_title_match,"{""title_sim"": 0.6153846153846154, ""desc_sim"": 0.0673780526054077, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.023809523809523808}"
T1588.003,CWE-298,0.2531,boost_common_term:certificates,"{""title_sim"": 0.5142857142857143, ""desc_sim"": 0.1085074198424794, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.08139534883720931}"
T1126,CWE-1331,0.2301,boost_common_term:network,"{""title_sim"": 0.5263157894736842, ""desc_sim"": 0.04003159035726438, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05084745762711865}"
T1126,CWE-245,0.2198,boost_common_term:connection,"{""title_sim"": 0.4523809523809524, ""desc_sim"": 0.10016304629153784, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02040816326530612}"
T1126,CWE-40,0.2197,boost_common_term:share,"{""title_sim"": 0.32183908045977005, ""desc_sim"": 0.20542877854009944, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.057692307692307696}"
T1648,CWE-1423,0.2569,boost_common_term:execution,"{""title_sim"": 0.6206896551724138, ""desc_sim"": 0.041267748259155475, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.041666666666666664}"
T1648,CWE-1342,0.2460,boost_common_term:execution,"{""title_sim"": 0.6206896551724138, ""desc_sim"": 0.028538691760750225, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.005952380952380952}"
T1648,CWE-1421,0.2234,,"{""title_sim"": 0.6206896551724138, ""desc_sim"": 0.09645453181697779, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.041176470588235294}"
T1548.006,CWE-785,0.2991,boost_subtech_title_match,"{""title_sim"": 0.8571428571428571, ""desc_sim"": 0.030823330737608158, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0136986301369863}"
T1548.006,CWE-249,0.2932,boost_subtech_title_match,"{""title_sim"": 0.8571428571428571, ""desc_sim"": 0.015530107412093503, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.006896551724137931}"
T1548.006,CWE-85,0.1772,,"{""title_sim"": 0.5098039215686274, ""desc_sim"": 0.056814187730189855, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.036231884057971016}"
T1084,CWE-360,0.2497,boost_common_term:event,"{""title_sim"": 0.43037974683544306, ""desc_sim"": 0.2155426305979115, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029411764705882353}"
T1084,CWE-778,0.2327,boost_common_term:event,"{""title_sim"": 0.32876712328767127, ""desc_sim"": 0.2536802223587798, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04}"
